CROP_YEAR,STATE_CODE,STATE_ABBR,COUNTY_CODE,COUNTY_NAME,CROP_CODE,CROP_NAME,INSURANCE_PLAN_CODE,INSURANCE_PLAN_NAME,STAGE_CODE,COVERAGE_TYPE,COVERAGE_LEVEL,POLICIES_SOLD,POLICIES_EARNING_PREMIUM,POLICIES_INDEMNIFIED,UNITS_EARNING_PREMIUM,UNITS_INDEMNIFIED,QUANTITY_TYPE,NET_REPORTED_QUANTITY,COMPANION_QUANTITY,LIABILITY,TOTAL_PREMIUM,PRODUCER_PREMIUM,SUBSIDY,STATE_SUBSIDY,ADDITIONAL_SUBSIDY,INDEMNITY,LOSS_RATIO
2023,48,TX,187,Guadalupe                     ,41,Corn                          ,1,YP        ,A    ,RBUP,0.7,2,2,0,2,0,Acres                    ,84.0,0,28216.0,3628.0,2141,0,0,0,0.0,0.0
2023,46,SD,13,Brown                         ,41,Corn                          ,88,ECO-RP    ,A    ,RBUP,0.9,3,3,0,16,0,Acres                    ,0.0,936,41495.0,18528.0,8153,0,0,0,0.0,0.0
2023,39,OH,161,Van Wert                      ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.8,311,260,31,308,31,Acres                    ,50197.0,0,33398844.0,1701870.0,1117345,0,0,0,86553.0,0.050857586067090906
2023,31,NE,137,Phelps                        ,41,Corn                          ,2,RP        ,A    ,RBUP,0.85,8,8,6,29,14,Acres                    ,4425.0,0,4884164.0,428055.0,189071,0,0,0,576094.0,1.3458410718248823
2023,18,IN,61,Harrison                      ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.5,1,1,0,1,0,Acres                    ,30.0,0,6971.0,468.0,314,0,0,0,0.0,0.0
2023,17,IL,23,Clark                         ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.65,0,0,0,0,0,Acres                    ,,0,0.0,0.0,0,0,0,0,0.0,
2023,20,KS,23,Cheyenne                      ,41,Corn                          ,2,RP        ,A    ,RBUP,0.5,0,0,0,3,0,Acres                    ,3112.0,0,2030391.0,61292.0,48725,0,0,0,0.0,0.0
2023,31,NE,97,Johnson                       ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.7,73,51,3,90,4,Acres                    ,5616.0,0,2827227.0,130003.0,82908,0,0,0,7500.0,0.05769097636208395
2023,48,TX,189,Hale                          ,21,Cotton                        ,32,SCO-RP    ,A    ,RBUP,0.5,0,0,0,1,1,Acres                    ,0.0,10,1748.0,937.0,609,0,0,0,1769.0,1.887940234791889
2023,27,MN,107,Norman                        ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.65,3,1,0,2,0,Acres                    ,50.0,0,17775.0,1225.0,723,0,0,0,0.0,0.0
2023,31,NE,167,Stanton                       ,81,  Soybeans   ,32,SCO-RP    ,A    ,RBUP,0.8,2,1,1,4,4,Acres                    ,0.0,158,8121.0,2542.0,1652,0,0,0,8121.0,3.194728560188828
2023,31,NE,125,Nance                         ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.85,28,15,15,58,53,Acres                    ,3964.0,0,2785796.0,353038.0,134157,0,0,0,1044077.0,2.957406851387103
2023,39,OH,91,Logan                         ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.75,72,33,0,37,0,Acres                    ,2050.0,0,1040307.0,123089.0,82200,0,0,0,0.0,0.0
2023,27,MN,173,,41,Corn                          ,2,RP        ,A    ,RBUP,0.8,367,312,206,615,317,Acres                    ,82033.0,0,76878711.0,4185216.0,2429626,0,0,0,4561687.0,1.0899525854818486
2023,27,MN,111,Otter Tail                    ,41,Corn                          ,17,MP-HPO    ,A    ,RBUP,0.95,1,1,0,1,0,Acres                    ,0.0,803,899644.0,76873.0,33824,0,0,0,0.0,0.0
2023,48,TX,41,Brazos                        ,41,Corn                          ,1,YP        ,C    ,RCAT,0.5,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,46,SD,91,Marshall                      ,81,Soybeans                      ,88,ECO-RP    ,A    ,RBUP,0.95,2,2,0,9,0,Acres                    ,0.0,1226,33424.0,15311.0,6737,0,0,0,0.0,0.0
2023,31,NE,39,Cuming                        ,81,Soybeans                      ,88,ECO-RP    ,A    ,RBUP,0.9,1,1,1,3,3,Acres                    ,0.0,154,5523.0,2256.0,992,0,0,0,5523.0,2.4481382978723403
2023,31,NE,1,Adams                         ,81,Soybeans                      ,3,RPHPE     ,A    ,RBUP,0.7,2,1,1,2,1,Acres                    ,76.0,0,47331.0,1759.0,1038,0,0,0,3923.0,2.230244457077885
2023,31,NE,141,Platte                        ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.8,234,167,97,353,188,Acres                    ,21108.0,0,14418829.0,1168469.0,666006,0,0,0,1270638.0,1.087438348813704
2023,48,TX,69,Castro                        ,21,Cotton                        ,1,YP        ,A    ,RBUP,0.75,2,1,1,1,1,Acres                    ,82.0,0,72919.0,13506.0,10400,0,0,0,67886.0,5.026358655412409
2023,17,IL,121,Marion                        ,41,Corn                          ,17,MP-HPO    ,A    ,RBUP,0.95,5,4,4,4,4,Acres                    ,0.0,854,882828.0,82322.0,36221,0,0,0,55570.0,0.6750321906659216
2023,18,IN,47,Franklin                      ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.8,6,5,0,10,0,Acres                    ,0.0,849,62941.0,20683.0,13444,0,0,0,0.0,0.0
2023,18,IN,119,Owen                          ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.6,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,48,TX,93,Comanche                      ,41,Corn                          ,1,YP        ,A    ,RBUP,0.85,2,2,1,2,1,Acres                    ,772.0,0,421979.0,90624.0,47508,0,0,0,4670.0,0.051531603107344635
2023,39,OH,63,Hancock                       ,11,Wheat                         ,32,SCO-RP    ,A    ,RBUP,0.75,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,48,TX,145,,21,Cotton                        ,2,RP        ,A    ,RBUP,0.5,2,0,0,1,0,Acres                    ,637.0,0,553576.0,22250.0,17799,0,0,0,0.0,0.0
2023,39,OH,27,Clinton                       ,41,Corn                          ,2,RP        ,A    ,RBUP,0.5,11,10,0,10,0,Acres                    ,1693.0,0,1267917.0,20198.0,16076,0,0,0,0.0,0.0
2023,46,SD,79,Lake                          ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.75,33,5,2,5,2,Acres                    ,806.0,0,294800.0,41566.0,29544,0,0,0,44357.0,1.0671462252802772
2023,31,NE,149,Rock                          ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.5,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,39,OH,25,Clermont                      ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.85,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,27,MN,83,Lyon                          ,41,Corn                          ,88,ECO-RP    ,A    ,RBUP,0.95,19,17,17,62,62,Acres                    ,0.0,3582,349588.0,188359.0,82880,0,0,0,349588.0,1.8559665319947547
2023,18,IN,125,Pike                          ,81,soybeans                      ,2,RP        ,A    ,RBUP,0.5,3,3,0,7,0,Acres                    ,685.0,0,239291.0,10682.0,7752,0,0,0,0.0,0.0
2023,31,NE,163,Sherman                       ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.75,12,6,4,17,7,Acres                    ,1491.0,0,895390.0,57945.0,37334,0,0,0,81702.0,1.4099922340150142
2023,20,KS,83,Hodgeman                      ,41,Corn                          ,1,YP        ,A    ,RBUP,0.7,9,4,0,12,0,Acres                    ,200.0,0,142542.0,9872.0,5825,0,0,0,0.0,0.0
2023,27,MN,19,Carver                        ,41,Corn                          ,2,RP        ,A    ,RBUP,0.65,1,1,0,1,0,Acres                    ,26.0,0,19578.0,774.0,457,0,0,0,0.0,0.0
2023,31,NE,87,Hitchcock                     ,11,Wheat                         ,1,YP        ,A    ,RBUP,0.5,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,39,OH,17,Butler                        ,41,Corn                          ,88,ECO-RP    ,A    ,RBUP,0.95,2,1,0,3,0,Acres                    ,0.0,162,8164.0,4602.0,2025,0,0,0,0.0,0.0
2023,46,SD,102,Oglala Lakota                 ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.6,9,8,8,18,12,Acres                    ,1415.0,0,279246.0,56432.0,36116,0,0,0,148045.0,2.6234228806351005
2023,17,IL,167,Sangamon                      ,41,Corn                          ,3,RPHPE     ,A    ,RBUP,0.75,5,3,1,8,1,Acres                    ,680.0,0,662265.0,14805.0,8143,0,0,0,3286.0,0.22195204322863898
2023,31,NE,123,  Morrill    ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.8,13,5,2,7,2,Acres                    ,784.0,0,416496.0,77612.0,40660,0,0,0,24967.0,0.3216899448538886
2023,17,IL,179,TAZEWELL                      ,41,Corn                          ,2,RP        ,A    ,RBUP,0.85,276,217,104,331,164,Acres                    ,29512.0,0,34165800.0,1951204.0,930543,2056,0,0,1055277.0,0.540833762128409
2023,17,IL,41,Douglas                       ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.75,24,19,0,64,0,Acres                    ,0.0,4909,716314.0,153004.0,99457,0,0,0,0.0,0.0
2023,31,Ne,161,Sheridan                      ,41,Corn                          ,1,YP        ,A    ,RBUP,0.75,2,1,0,1,0,Acres                    ,693.0,0,656078.0,29164.0,22456,0,0,0,0.0,0.0
2022,39,Oh,31,COSHOCTON                     ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.8,3,3,1,8,1,Acres                    ,377.0,0,197075.0,35663.0,23052,0,0,0,4138.0,0.11603061997027732
2023,20,KS,121,Miami                         ,41,Corn                          ,1,YP        ,A    ,RBUP,0.75,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,48,TX,277,Lamar                         ,41,Corn                          ,1,YP        ,A    ,RBUP,0.5,2,1,0,1,0,Acres                    ,2.0,0,481.0,66.0,44,0,0,0,0.0,0.0
2023,20,KS,71,Greeley                       ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.65,78,59,17,191,31,Acres                    ,15173.0,0,3189815.0,949245.0,574631,0,0,0,195021.0,0.20544854068233176
2023,19,IA,53,Decatur                       ,81,Soybeans                      ,32,SCO-RP    ,A    ,RBUP,0.75,6,4,0,6,0,Acres                    ,0.0,476,43213.0,12960.0,8424,0,0,0,0.0,0.0
2023,20,KS,113,Mcpherson                     ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.5,3,2,1,2,1,Acres                    ,96.0,0,30619.0,603.0,404,0,0,0,4619.0,7.660033167495854
2023,19,IA,5,Allamakee                     ,81,Soybeans                      ,3,RPHPE     ,A    ,RBUP,0.85,3,2,2,2,2,Acres                    ,120.0,0,76835.0,4171.0,1793,0,0,0,13328.0,3.1953967873411653
2023,48,TX,253,,21,Cotton                        ,1,YP        ,A    ,RBUP,0.6,4,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,19,IA,85,Harrison                      ,41,Corn                          ,17,MP-HPO    ,A    ,RBUP,0.95,15,13,10,13,10,Acres                    ,0.0,7393,9710526.0,719684.0,316660,0,0,0,814889.0,1.1322872260603265
2023,19,IA,33,Cerro Gordo                   ,81,Soy Beans,1,YP        ,A    ,RBUP,0.5,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,48,TX,17,Bailey                        ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.6,30,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,46,SD,67,Hutchinson                    ,81,Soybeans                      ,17,MP-HPO    ,A    ,RBUP,0.95,52,39,31,41,32,Acres                    ,0.0,17405,11187161.0,858397.0,376654,0,0,0,619553.0,0.7217557843282304
2023,17,IL,185,Wabash                        ,41,Corn                          ,2,RP        ,A    ,RBUP,0.75,104,93,20,180,24,Acres                    ,24872.0,0,19837951.0,1940563.0,1422148,964,0,0,128230.0,0.06607876167895606
2023,20,KS,67,Grant                         ,81,SOYBEANS                      ,2,RP        ,A    ,RBUP,0.85,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,19,IA,185,Wayne                         ,41,Corn                          ,2,RP        ,A    ,RBUP,0.75,159,107,2,149,3,Acres                    ,19852.0,0,14506751.0,1621159.0,1154154,0,0,0,11692.0,0.007212124165489011
2023,46,SD,59,Hand                          ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.65,51,5,3,6,4,Acres                    ,506.0,0,130953.0,26675.0,17909,0,0,0,48816.0,1.8300281162136833
2023,95,Ks,201,Washington                    ,11,Wheat                         ,1,YP        ,A    ,RBUP,0.65,66,27,7,44,11,Acres                    ,981.0,0,263622.0,16471.0,9720,0,0,0,18239.0,1.1073401736385162
2023,48,TX,331,Milam                         ,21,Cotton                        ,1,YP        ,A    ,RBUP,0.7,4,2,2,3,2,Acres                    ,136.0,0,68025.0,6212.0,3665,0,0,0,12518.0,2.01513200257566
2023,39,OH,83,Knox                          ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.75,2,1,0,2,0,Acres                    ,37.0,0,15570.0,1240.0,682,0,0,0,0.0,0.0
2023,20,KS,113,Mcpherson                     ,81,SOYBEANS                      ,1,YP        ,A    ,RBUP,0.5,3,2,1,2,1,Acres                    ,96.0,0,30619.0,603.0,404,0,0,0,4619.0,7.660033167495854
2023,20,KS,167,Russell                       ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.8,15,4,3,6,5,Acres                    ,562.0,0,221080.0,39350.0,19356,0,0,0,204349.0,5.193113087674714
2023,27,MN,131,Rice                          ,11,Wheat                         ,1,YP        ,A    ,RBUP,0.75,8,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,46,SD,11,Brookings                     ,41,Corn                          ,2,RP        ,A    ,RBUP,0.85,36,20,15,24,18,Acres                    ,11938.0,0,11465142.0,1014890.0,514616,0,0,0,1268766.0,1.2501512479184935
2023,19,IA,195,Worth                         ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.8,260,191,97,323,150,Acres                    ,42508.0,0,27095275.0,1502688.0,897492,423,0,0,1256532.0,0.8361895483293937
2023,18,IN,63,Hendricks                     ,81,Soybeans                      ,31,SCO-YP    ,A    ,RBUP,0.5,2,2,0,2,0,Acres                    ,0.0,188,55580.0,2384.0,1550,0,0,0,0.0,0.0
2022,17,IL,41,Douglas                       ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.75,24,19,0,64,0,Acres                    ,0.0,4909,716314.0,153004.0,99457,0,0,0,0.0,0.0
2023,48,TX,23,Baylor                        ,21,Cotton                        ,1,YP        ,A    ,RBUP,0.7,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,19,IA,57,Des Moines                    ,81,Soybeans                      ,1,YP        ,C    ,RCAT,0.5,4,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,38,ND,9,Bottineau                     ,41,Corn                          ,1,YP        ,A    ,RBUP,0.5,5,1,0,1,0,Acres                    ,3.0,0,580.0,84.0,56,0,0,0,0.0,0.0
2023,17,IL,37,De Kalb                       ,41,Corn                          ,3,RPHPE     ,A    ,RBUP,0.8,2,2,0,2,0,Acres                    ,90.0,0,93748.0,2082.0,1000,0,0,0,0.0,0.0
2023,46,SD,77,Kingsbury                     ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.65,6,5,0,7,0,Acres                    ,867.0,0,405113.0,17080.0,11928,0,0,0,0.0,0.0
2023,20,KS,61,Geary                         ,41,Corn                          ,2,RP        ,A    ,RBUP,0.7,57,34,18,65,26,Acres                    ,4139.0,0,2633476.0,283799.0,189463,0,0,0,147283.0,0.5189694114496527
2023,48,TX,193,Hamilton                      ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.6,2,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,20,KS,149,Pottawatomie                  ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.7,68,19,1,42,1,Acres                    ,1463.0,0,455108.0,61668.0,39007,0,0,0,6498.0,0.10537069468768243
2023,19,IA,81,Hancock                       ,41,Corn                          ,2,RP        ,A    ,RBUP,0.75,99,80,14,117,14,Acres                    ,15179.0,0,14241017.0,488264.0,316134,0,0,0,113195.0,0.23183155014500353
2023,46,SD,27,Clay                          ,41,Corn                          ,2,RP        ,A    ,RBUP,0.65,9,5,0,9,0,Acres                    ,1272.0,0,1034065.0,89780.0,64945,0,0,0,0.0,0.0
2023,48,TX,17,Bailey                        ,21,Cotton                        ,2,RP        ,A    ,RBUP,0.5,7,2,2,11,7,Acres                    ,759.0,0,242787.0,60003.0,40203,0,0,0,99678.0,1.6612169391530422
2023,18,IN,29,Dearborn                      ,41,Corn                          ,2,RP        ,A    ,RBUP,,2,1,0,1,0,Acres                    ,92.0,0,61025.0,3722.0,2978,0,0,0,0.0,0.0
2023,18, IN,135,Randolph                      ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.7,16,5,0,5,0,Acres                    ,134.0,0,60554.0,5962.0,3517,0,0,0,0.0,0.0
2023,38,ND,59,Morton                        ,11,Wheat                         ,32,SCO-RP    ,A    ,RBUP,0.7,4,1,0,5,0,Acres                    ,0.0,423,23460.0,9065.0,5892,0,0,0,0.0,0.0
2023,20,KS,55,Finney                        ,81,Soybeans                      ,1,YP        ,C    ,RCAT,0.5,2,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,48,TX,173,Glasscock                     ,21,Cotton                        ,3,RPHPE     ,A    ,RBUP,0.65,1,1,1,1,1,Acres                    ,616.0,0,234134.0,79444.0,63555,0,0,0,144668.0,1.8210059916419112
2023,18,IN,59,Hancock                       ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.8,17,10,0,44,0,Acres                    ,0.0,2296,158204.0,44898.0,29184,0,0,0,0.0,0.0
2023,48,TX,65,Carson                        ,41,Corn                          ,1,YP        ,A    ,RBUP,0.6,5,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,38,ND,61,Mountrail                     ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.65,24,12,1,73,1,Acres                    ,6249.0,0,1575122.0,238317.0,142400,0,0,0,5963.0,0.025021295165682682
2022,31,ne,53,Dodge                         ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.7,133,103,46,298,78,Acres                    ,16177.0,0,9564589.0,347542.0,218021,0,0,0,330047.0,0.949660760426078
2023,46,SD,109,Roberts                       ,81,Soybeans                      ,17,MP-HPO    ,A    ,RBUP,0.95,28,26,0,26,0,Acres                    ,0.0,13819,9400902.0,566512.0,256384,0,0,0,0.0,0.0
2023,17,IL,103,Lee                           ,11,Wheat                         ,1,YP        ,A    ,RBUP,0.65,1,1,0,1,0,Acres                    ,14.0,0,4921.0,306.0,181,0,0,0,0.0,0.0
2023,17,IL,47,Edwards                       ,41,Corn                          ,2,RP        ,A    ,RBUP,0.6,4,2,1,4,1,Acres                    ,148.0,0,80071.0,15855.0,10438,0,0,0,3107.0,0.19596341847997478
2023,31,NE,149,Rock                          ,41,Corn                          ,2,RP        ,A    ,RBUP,0.8,14,6,0,7,0,Acres                    ,2602.0,0,2860843.0,183495.0,110288,0,0,0,0.0,0.0
2023,31,NE,125,Nance                         ,11,Wheat                         ,1,YP        ,A    ,RBUP,0.7,4,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2024,18,IN,45,Fountain                      ,41,CORN                          ,32,SCO-RP    ,A    ,RBUP,0.75,5,5,0,67,0,Acres                    ,0.0,4176,599791.0,133996.0,87228,0,0,0,0.0,0.0
2023,31,NE,149,Rock                          ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.7,29,15,0,48,0,Acres                    ,5582.0,0,3321039.0,227539.0,136601,0,0,0,0.0,0.0
2023,31,NE,151,Saline                        ,41,Corn                          ,2,RP        ,A    ,RBUP,0.5,2,2,1,24,2,Acres                    ,1284.0,0,804140.0,6560.0,4681,0,0,0,13842.0,2.110060975609756
2023,31,NE,89,Holt                          ,41,Corn                          ,2,RP        ,A    ,RBUP,0.65,40,30,2,65,2,Acres                    ,10183.0,0,8681336.0,380788.0,252220,0,0,0,3454.0,0.009070663991512337
2023,48,TX,489,Willacy                       ,41,Corn                          ,88,ECO-RP    ,A    ,RBUP,0.95,1,1,1,8,1,Acres                    ,0.0,350,14547.0,9101.0,4004,0,0,0,6914.0,0.7596967366223492
2023,38,ND,9,Bottineau                     ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.65,23,10,2,19,2,Acres                    ,1419.0,0,376423.0,32136.0,21981,0,0,0,3019.0,0.0939444859347772
2023,20,KS,25,Clark                         ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.65,2,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,20,KS,41,Dickinson                     ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,,0,0,0,0,0,Acres                    ,,0,0.0,0.0,0,0,0,0,0.0,
2023,17,il,65,Hamilton                      ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.5,11,6,0,7,0,Acres                    ,289.0,0,74589.0,9248.0,6930,0,0,0,0.0,0.0
2023,31,NE,133,Pawnee                        ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.75,1,1,0,1,0,Acres                    ,13.0,0,5706.0,291.0,160,0,0,0,0.0,0.0
2023,19,IA,185,wayne                         ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.65,1,1,0,1,0,Acres                    ,27.0,0,10946.0,657.0,388,0,0,0,0.0,0.0
2023,39,OH,33,Crawford                      ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.75,7,7,0,9,0,Acres                    ,227.0,0,131791.0,2563.0,1410,0,0,0,0.0,0.0
2023,31,NE,1,Adams                         ,41,Corn                          ,2,RP        ,A    ,RBUP,0.75,345,283,213,960,490,Acres                    ,73654.0,0,71633145.0,3860821.0,2339097,0,0,0,5063189.0,1.3114280615444227
2023,39,OH,39,Defiance                      ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.85,59,46,10,55,10,Acres                    ,10969.0,0,6389980.0,645805.0,329147,0,0,0,91374.0,0.1414885298193727
2023,46,SD,121,Todd                          ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.5,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,48,TX,491,Williamson                    ,41,Corn                          ,2,RP        ,A    ,RBUP,0.75,152,140,19,223,55,Acres                    ,66577.0,0,26966466.0,3990812.0,2947694,0,0,0,537757.0,0.13474876791991203
2023,31,NE,47,Dawson                        ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.85,2,1,1,1,1,Acres                    ,29.0,0,8723.0,2450.0,931,0,0,0,8579.0,3.5016326530612245
2023,17,IL,49,Effingham                     ,41,Corn                          ,1,YP        ,A    ,RBUP,0.5,5,4,2,6,3,Acres                    ,186.0,0,88376.0,6558.0,4582,0,0,0,1518.0,0.23147301006404392
2023,17,IL,161,Rock Island                   ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.75,4,1,0,1,0,Acres                    ,3.0,0,1275.0,184.0,101,0,0,0,0.0,0.0
2023,48,TX,17,Bailey                        ,21,Cotton                        ,32,SCO-RP    ,A    ,RBUP,0.8,2,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,19,IA,119,Lyon                          ,41,Corn                          ,2,RP        ,A    ,RBUP,0.85,398,343,260,562,377,Acres                    ,60051.0,0,64826134.0,3964912.0,1779708,15666,0,0,6209087.0,1.566008779009471
2023,19,IA,47,Crawford                      ,41,CORN                          ,1,YP        ,A    ,RBUP,0.7,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,17,IL,193,White                         ,11,Wheat                         ,88,ECO-RP    ,A    ,RBUP,0.9,2,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,17,IL,75,IROQUOIS                      ,41,Corn                          ,2,RP        ,A    ,RBUP,0.75,121,99,3,134,4,Acres                    ,11450.0,0,10018015.0,486595.0,331333,469,0,0,9219.0,0.018945940669345143
2023,17,IL,193,White                         ,41,Corn                          ,2,RP        ,A    ,RBUP,0.75,218,145,81,197,100,Acres                    ,39039.0,0,32601697.0,3643708.0,2734382,734,0,0,1249505.0,0.34292127689705104
2023,39,OH,55,Geauga                        ,41,CORN                          ,1,YP        ,A    ,RBUP,0.65,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,31,NE,69,Garden                        ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.65,5,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,39,OH,147,Seneca                        ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.5,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,48,TX,485,Wichita                       ,41,corn                          ,32,SCO-RP    ,A    ,RBUP,0.7,22,15,15,31,31,Acres                    ,0.0,4107,213979.0,136177.0,88519,0,0,0,213979.0,1.5713299602722928
2023,27,MN,9,Benton                        ,11,Wheat                         ,1,YP        ,A    ,RBUP,0.5,2,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,48,TX,335,Mitchell                      ,21,,2,RP        ,A    ,RBUP,0.65,23,17,17,17,17,Acres                    ,773.0,0,187784.0,70917.0,47286,0,0,0,174251.0,2.457111834961998
2023,38,ND,59,Morton                        ,41,,2,RP        ,A    ,RBUP,0.6,20,11,0,25,0,Acres                    ,1925.0,0,750387.0,91500.0,61688,0,0,0,53426.0,0.5838907103825136
2023,18,IN,67,Howard                        ,81,Soybeans                      ,1,YP        ,A    ,RBUP,0.5,2,2,0,2,0,Acres                    ,593.0,0,235899.0,625.0,499,0,0,0,0.0,0.0
2023,18,IN,21,clay                          ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.8,114,88,26,192,38,Acres                    ,16381.0,0,10045923.0,883671.0,541030,0,0,0,179922.0,0.20360745118941326
2023,17,IL,131,Mercer                        ,41,Corn                          ,32,SCO-RP    ,A    ,RBUP,0.5,2,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,31,NE,37,Colfax                        ,81,Soybeans                      ,88,ECO-RP    ,A    ,RBUP,0.9,2,2,2,3,3,Acres                    ,0.0,111,3019.0,1250.0,550,0,0,0,3019.0,2.4152
2023,48,TX,139,Ellis                         ,11,Wheat                         ,2,RP        ,A    ,RBUP,0.5,3,1,1,2,2,Acres                    ,94.0,0,13411.0,1918.0,1285,0,0,0,4694.0,2.4473409801876955
2023,39,OH,27,Clinton                       ,41,Corn                          ,88,ECO-RP    ,A    ,RBUP,0.95,10,7,7,7,7,Acres                    ,0.0,374,34683.0,17691.0,7785,0,0,0,12035.0,0.680289412695721
2023,48,TX,23,Baylor                        ,21,Cotton                        ,36,STAX-RPHPE,A    ,RBUP,0.75,1,0,0,0,0,Acres                    ,0.0,0,0.0,0.0,0,0,0,0,0.0,
2023,18,IN,83,Knox                          ,81,Soybeans                      ,2,RP        ,A    ,RBUP,0.6,6,6,0,12,0,Acres                    ,1235.0,0,557419.0,37229.0,28483,0,0,0,0.0,0.0
